userid,movieid,rating
100365,1687,3.0
142243,49276,2.5
179631,919,4.0
120123,197707,2.0
83952,47099,2.5
51872,8361,1.0
126467,7408,1.5
76874,161634,3.5
105374,558,4.0
52453,45431,5.0
103531,3510,4.0
25455,5693,3.5
39221,8665,4.0
51274,719,3.0
90372,2571,4.0
135437,2683,4.0
121216,1645,5.0
79462,313,3.0
126454,1923,4.0
142672,6170,2.5
157953,105420,3.0
199415,122910,3.0
188236,1682,5.0
181856,47,3.5
29977,2912,5.0
114238,47099,5.0
140377,175621,2.5
108456,196997,1.5
195871,6874,5.0
157069,2348,5.0
49605,2353,0.5
195085,519,3.0
117696,1219,4.5
53194,1485,4.0
140370,6539,5.0
139593,10,3.0
133254,108928,3.0
53790,68358,4.0
135159,34520,3.5
115251,30812,4.5
157680,1215,4.0
27588,48385,4.5
163477,1993,1.0
191718,1220,4.5
26845,2762,5.0
166931,2722,3.0
125157,6753,1.5
115020,5952,5.0
170479,1258,2.0
120475,3785,1.5
185609,46578,3.0
153587,37731,4.0
40991,33171,4.0
44463,1523,5.0
74202,2288,4.0
95851,161,3.0
55885,177607,4.0
132444,115149,5.0
108917,3688,4.0
156363,54286,4.0
179073,1687,5.0
155985,1073,4.0
195440,1220,5.0
188417,26258,5.0
194117,4306,1.5
21320,1372,5.0
91121,7143,4.5
114730,1065,3.0
23278,63082,3.0
1755,356,5.0
124806,190979,1.0
154014,673,3.0
120478,173111,3.5
67918,55820,4.0
157015,531,4.0
122250,1645,3.5
42954,1732,3.0
14234,192389,2.5
68248,235,4.0
76087,2762,4.5
169019,117176,3.5
81017,47,4.5
163506,2716,5.0
154243,7028,4.0
115939,2188,4.0
29977,1198,3.0
147786,2288,4.5
177797,7991,3.0
83509,7153,3.5
134856,1250,4.0
108759,1078,4.0
152336,2683,1.0
20742,68237,2.0
113064,628,3.0
57951,1097,3.0
76634,1707,0.5
72245,154,4.0
51289,4714,3.5
115337,31225,4.0
86043,1960,4.0
125357,3062,5.0
117188,5464,3.0
126385,1682,3.0
83772,858,4.0
65781,1573,3.0
194846,6522,0.5
14309,2514,2.0
186047,126548,3.5
69560,166918,4.0
68712,360,3.5
30347,110730,4.0
137338,260,5.0
94397,382,2.0
6685,377,5.0
46940,1266,5.0
7877,79702,5.0
172293,2699,3.0
10221,1196,4.0
196649,3018,4.0
42649,104374,4.0
116930,751,4.0
118964,5265,3.0
79108,3250,3.0
128831,7150,1.5
21132,4979,3.5
84706,108085,4.0
36270,7209,4.5
128494,104272,4.0
101410,212461,4.5
37374,1333,3.0
45792,555,5.0
19768,788,3.0
31361,27909,5.0
195020,1645,3.0
172053,120112,4.0
101856,1200,5.0
53800,6564,2.0
89085,551,4.5
168371,3030,5.0
32956,1870,2.0
39940,51255,5.0
149828,1407,3.5
29785,122904,4.0
5560,34437,3.5
185557,1729,5.0
137740,78836,4.0
32291,27821,1.5
193579,47,4.5
184397,296,5.0
505,318,4.0
85088,1396,4.5
94450,296,5.0
51384,4466,2.5
109618,56757,5.0
13560,4226,4.0
125171,4878,3.0
3841,100044,4.5
168511,1188,4.5
116790,3256,3.0
85697,2959,5.0
78718,4750,3.0
11511,33743,3.5
115255,4027,4.0
42470,2078,4.0
4518,1270,4.0
101649,253,0.5
167556,6541,3.0
184842,112552,5.0
198963,2858,2.0
95562,588,3.5
59659,317,3.0
81466,51540,4.5
111546,357,3.0
9002,2161,3.0
47369,231,4.5
10756,1258,5.0
76047,2857,5.0
152130,58559,4.0
125796,63082,4.0
46114,1285,5.0
55955,159093,3.0
156173,3813,3.5
50712,1100,3.5
9840,1682,4.0
94643,134368,4.0
39797,2087,5.0
196685,90405,3.0
8604,253,3.0
134941,991,4.0
116882,344,3.0
109897,152081,5.0
21697,2694,3.0
156773,2858,4.0
37862,480,2.0
72963,5669,3.0
127742,1230,4.0
18630,2882,3.0
179963,67197,1.0
84689,5618,5.0
87128,2959,4.0
3020,2527,3.0
116595,5903,4.5
171906,741,2.5
151876,62434,3.0
119451,109487,3.5
37786,588,4.0
93138,6797,4.0
16507,1812,1.0
129660,107406,2.5
134674,122906,4.0
45075,63113,1.0
79510,103335,0.5
108078,1291,5.0
37013,133780,5.0
197710,142488,3.5
85712,214,5.0
5017,105844,4.0
98135,34,4.0
194000,1244,4.0
106090,4754,5.0
147898,1098,3.0
191039,296,5.0
23474,59014,2.5
193885,39,4.0
20832,1409,2.5
16204,3114,4.0
118134,1009,3.0
126921,47287,4.5
21619,2700,3.5
7402,88129,4.5
128207,208,3.0
94785,168252,4.0
45081,34153,5.0
19646,4322,3.0
18527,608,3.0
43449,132046,4.0
32165,3298,4.0
134258,1013,3.5
87211,64034,4.0
6631,434,3.0
186415,72998,3.5
122372,337,3.0
199627,2551,3.5
152712,134130,3.5
17874,575,2.0
83732,25,4.0
53317,34437,4.0
144023,122912,4.0
28705,704,2.0
16688,953,5.0
200561,605,3.0
138667,122920,4.0
84317,4980,1.5
158386,4993,5.0
89949,596,4.5
180895,51255,3.5
64347,529,4.0
60918,1281,4.0
178454,24,4.0
60864,4489,5.0
51933,1209,5.0
6486,5247,5.0
33899,45666,4.5
7575,81845,2.0
27799,908,4.0
44724,424,3.0
13492,5942,2.0
81221,3798,4.0
100866,84944,4.5
119392,1682,4.0
151003,109487,5.0
121418,25782,4.5
178476,1220,3.0
99083,1183,4.0
86086,17,5.0
24925,46335,5.0
115148,55721,3.5
5655,1639,3.0
180124,4262,4.0
174437,2791,2.0
154460,924,5.0
1275,111,3.5
68294,1394,4.0
182581,3255,1.0
159854,2126,4.0
40877,1101,3.5
44940,106100,5.0
194438,74789,4.0
38955,2169,3.0
14808,1089,3.5
17498,337,3.5
5394,357,5.0
7424,927,3.0
58894,1015,4.0
40350,4751,3.0
90338,143969,4.5
81707,79132,4.0
81217,79695,1.0
178235,8507,5.0
10619,1474,3.0
133095,3052,2.0
76516,3476,4.0
35823,77427,3.0
99356,163,3.0
108903,3704,3.5
28407,6539,3.5
23231,48394,4.5
193437,750,5.0
93730,8368,3.5
117899,122918,2.5
92884,112897,3.5
78346,2301,2.0
196923,5010,4.0
47672,68237,2.5
101380,64614,3.5
92693,33794,4.0
150467,3426,4.0
111691,2068,3.0
106357,5504,1.5
176606,32291,3.5
122663,58315,2.5
64864,3617,3.5
3107,187595,3.0
6381,7982,3.0
106786,1206,4.0
24770,60950,4.0
32614,1090,4.5
84692,2403,5.0
63519,3527,4.0
19511,44191,5.0
74587,152079,3.0
82407,4246,3.0
97769,1537,4.0
5402,491,4.0
168213,3929,5.0
88647,3984,4.0
24781,1566,0.5
102040,41425,3.5
99930,2694,2.5
17294,50,4.5
155185,4345,3.0
102612,197877,3.5
58598,2375,3.0
200595,91529,4.0
36584,60524,4.0
193805,102445,4.0
190299,8207,2.0
135619,2315,1.0
146636,3081,4.0
154053,3968,5.0
119624,1923,4.5
135933,184257,4.0
121628,5135,4.0
98416,737,1.0
187073,115617,4.5
86345,2396,3.0
113066,1246,2.5
110345,382,3.0
2422,7438,3.0
141001,110,3.5
158623,1393,4.0
169324,54190,4.0
103118,1210,4.0
159103,4161,3.5
192705,6947,4.0
184343,40629,5.0
194353,2082,2.0
113135,587,3.0
124535,152970,5.0
186063,7163,3.5
183190,5785,3.5
41980,1365,4.5
60230,1276,1.5
156523,40581,2.0
25737,762,3.0
186911,539,3.0
11487,1370,4.0
146279,5618,5.0
128392,27857,4.5
54361,919,3.0
160401,1961,5.0
81079,1287,2.0
6006,4973,5.0
62950,4571,4.0
152045,115569,4.0
91013,7371,3.0
31671,118696,3.0
117933,33679,5.0
187231,2804,5.0
166843,4086,4.0
14034,1077,4.0
146633,880,1.0
14349,3270,4.0
107678,1089,4.0
115148,142997,5.0
16466,236,2.0
72,177,3.0
196930,1590,1.0
53506,80463,4.0
95634,93766,2.5
6469,440,3.0
10792,106072,3.5
59645,45722,5.0
128997,4489,5.0
91707,4148,4.0
75980,8874,2.0
100142,236991,2.5
37900,237,3.5
151234,3671,4.0
10448,903,3.0
42112,1097,3.5
106143,1206,4.0
131680,590,1.0
19935,924,5.0
100962,3105,4.5
89270,4681,4.0
145160,708,3.0
169064,2949,5.0
126550,628,3.5
152363,2058,4.0
54919,6645,4.0
169288,196,3.0
20123,55765,5.0
31051,454,4.0
163080,4993,1.0
90220,54286,3.0
98090,72998,3.5
113900,553,3.0
141781,5502,2.5
10104,220,1.5
189108,1405,3.0
110423,169864,0.5
5918,96448,0.5
80630,3160,3.5
72871,50800,2.0
153881,51540,5.0
145166,122882,4.0
95877,26270,3.0
109647,3252,4.0
43362,1257,4.5
85155,10,3.5
121604,376,1.0
128035,208289,3.5
144089,7265,4.0
140861,1912,5.0
11612,342,5.0
9835,7034,4.0
111325,3068,3.0
37066,2707,3.5
110654,434,1.0
113873,1961,2.5
70080,141,4.0
76092,71057,3.0
111890,2109,4.0
119031,61132,4.5
45269,908,5.0
33306,253,3.5
85973,96821,4.5
51898,51927,3.5
36422,2006,4.0
63261,2599,2.5
188684,158238,5.0
86497,610,2.0
51416,52722,4.0
124994,1210,3.5
155556,5669,5.0
81328,4022,4.0
173547,3354,3.0
61347,6709,4.0
164013,8984,2.5
47283,4128,4.5
69021,5991,3.0
73459,6787,4.5
137181,1306,3.5
103563,110603,2.0
172656,3751,3.0
3845,1655,1.0
164193,86833,1.5
91097,26206,2.5
45950,80137,0.5
126428,63,3.0
132706,33794,5.0
91617,100163,2.0
9001,163,4.0
75907,1876,3.0
164180,2916,4.0
98026,60069,4.5
36210,1645,4.0
43410,592,3.0
131480,122912,4.5
36664,1934,4.0
173337,7454,3.0
151622,4403,4.0
86290,593,5.0
132326,81562,4.0
134991,7153,2.0
68432,329,4.0
70918,4499,3.0
81358,3238,3.0
134562,132046,3.0
26005,3751,2.0
54488,4256,3.0
12577,2718,3.5
49989,329,5.0
89152,2427,4.0
167458,836,2.0
92119,5956,3.5
3564,597,5.0
123285,52319,4.5
170107,2324,4.5
76002,2683,2.0
25654,49272,4.5
119411,2721,5.0
168343,96857,3.5
15539,339,4.0
196773,2083,2.0
28547,2628,2.5
84031,3703,4.5
170503,1220,4.0
189497,157340,1.0
187323,2670,5.0
141662,1985,4.0
146074,5419,2.5
132320,1527,2.5
108578,69304,3.0
99317,30707,4.0
118922,4085,3.0
22170,3467,5.0
102970,293,5.0
192264,2862,1.5
110169,50068,4.5
27917,1196,3.0
11912,40819,5.0
166720,250494,3.5
106180,94780,2.0
54408,2712,4.0
169431,227877,3.0
95987,2054,2.5
48076,786,2.5
49627,1513,3.0
164241,1150,5.0
110025,2470,4.5
75152,1569,3.0
156677,2542,4.0
58222,3959,3.5
68944,1380,1.5
14956,5952,4.0
13494,2599,3.0
118020,3160,2.5
168898,47,5.0
56281,1321,3.0
198314,2791,3.5
87634,3916,3.0
185952,253,2.5
108605,92694,2.5
159856,196889,5.0
180217,593,5.0
183037,1267,5.0
90138,25,3.5
184421,71530,3.0
145098,2005,4.0
126745,2951,3.0
199908,2355,0.5
109082,1721,4.0
92963,215711,3.5
175326,166568,3.5
147467,3478,5.0
195113,968,2.5
89409,140725,3.5
56205,161580,2.5
1440,162598,3.0
69258,376,3.0
13443,70286,4.5
192023,4963,4.0
148875,3362,1.5
125018,1777,4.0
36752,1370,3.0
197813,37240,4.0
100153,109673,2.5
35736,6537,2.5
16336,631,4.0
50486,4022,5.0
40398,21,4.0
44961,2447,2.0
34495,4207,1.0
159339,62344,3.5
112431,90376,3.0
146554,4022,4.5
163868,82499,2.0
100045,2541,2.5
84077,3095,3.5
165443,2959,5.0
146393,586,3.0
15338,492,3.0
135510,60069,0.5
63246,1732,4.5
200638,91500,3.0
59015,33794,4.5
40397,158,2.0
181400,2316,4.0
26013,4034,3.5
126649,4728,2.0
4510,3054,1.0
127723,2013,4.0
98538,2141,4.0
17592,50,4.0
8438,4226,5.0
114702,780,4.0
121294,207678,2.5
165879,55765,4.0
101770,112556,3.0
86258,56367,2.5
8102,3536,4.0
17035,8846,3.0
5967,76093,2.5
187573,1600,3.0
72990,592,4.0
68636,157296,3.5
39731,541,2.0
95943,65230,2.5
64118,2245,3.0
49967,1029,3.0
96774,86781,4.5
61576,745,5.0
9182,12,3.0
192146,83613,4.0
5104,4025,4.0
193736,329,2.0
2444,1924,5.0
26604,33164,1.5
136311,2048,3.5
16589,4963,5.0
46532,166024,4.5
93575,5955,3.0
169869,2183,4.0
25135,3175,4.0
1245,253,5.0
191933,231,2.0
105596,5944,2.5
71494,62434,5.0
155731,1220,4.0
6607,4873,2.5
101286,39,4.0
181707,104272,5.0
180647,5218,3.0
48450,176371,5.0
174889,2692,5.0
159435,56367,4.0
131210,800,5.0
186085,1029,4.5
122050,1945,3.5
49048,177615,3.0
154655,2801,3.0
138575,1948,5.0
125093,150,3.0
134916,135534,3.5
45947,4308,4.5
3049,31696,2.0
141853,112138,5.0
134017,8464,4.0
154221,176371,4.0
83725,46965,3.0
141490,4226,0.5
28336,58293,0.5
134077,52287,4.0
101049,1291,5.0
56898,4896,2.0
46906,26776,4.5
10077,4963,4.5
62932,4993,0.5
187702,592,4.0
120614,153,2.5
9993,4508,4.0
70696,628,3.0
108291,4370,4.5
157898,2398,2.0
132856,4029,3.5
152485,168328,2.0
28079,509,1.0
73279,1961,5.0
137550,164,3.0
168401,67,3.0
198496,134853,4.0
113669,32,5.0
90656,4577,3.5
59421,367,4.0
124797,593,3.0
97973,697,2.5
183668,376,3.0
71027,161954,3.0
99481,372,2.5
99890,5618,4.5
179868,135143,4.0
143562,1270,5.0
24732,68552,3.5
106917,2959,5.0
63489,595,5.0
133065,780,4.0
23632,45501,4.0
91269,1047,4.0
80957,3432,2.5
176683,3160,5.0
49305,4901,3.0
28317,152077,3.5
93555,1693,4.0
44759,122916,4.5
8053,94959,5.0
112803,1221,4.0
197117,1610,3.0
100118,5481,1.5
158033,2951,4.0
121534,32,4.0
10805,1198,4.0
126007,116519,3.5
110586,50685,2.0
169291,73168,3.5
151104,168,3.0
186182,329,4.0
148555,4886,4.5
157344,27773,4.5
114230,2300,3.5
17182,260,4.0
99097,95167,4.5
172658,6711,4.0
146307,1283,4.0
41539,2881,2.0
158127,7482,2.0
123534,31,2.5
162281,97921,4.0
110598,4975,3.5
136277,3735,4.0
65023,7228,3.5
19642,17,2.0
111770,597,3.0
172161,108729,3.5
8307,4016,2.5
93344,112,4.0
98874,6480,4.0
102990,7317,3.0
181243,8640,2.5
129188,1393,4.0
47139,2245,4.0
112096,3104,3.0
93065,2146,3.0
16718,2268,1.0
135554,4748,3.0
162656,1717,3.0
41439,3980,4.0
240,103372,4.0
76147,48394,4.0
36038,9005,4.0
93816,54997,4.0
91526,7173,4.0
62136,45720,4.0
21281,4148,3.0
32721,2110,5.0
140193,122914,2.0
126596,4262,3.5
139532,778,4.0
82385,5816,2.0
9680,6325,2.0
21697,106916,4.5
190734,34162,3.0
37680,117533,4.5
112015,1247,3.0
17796,1391,3.0
20643,3421,4.0
7784,1614,5.0
56837,79132,5.0
101374,2212,5.0
156784,2291,3.0
163274,48394,5.0
145379,2019,3.5
119319,2012,3.5
92336,3249,2.0
98870,5299,2.0
172400,149334,4.0
198166,1230,4.0
134211,364,3.5
183638,106918,4.0
68895,647,3.0
135495,227,2.0
104336,3646,2.5
121868,7178,2.5
169415,587,3.0
51130,2266,4.0
104176,5060,3.0
44004,60766,4.0
2533,919,3.5
75215,2369,2.0
109150,1544,2.0
191139,780,3.0
61128,4643,3.0
122798,1049,3.0
58682,6539,3.5
40763,97752,2.5
112007,432,3.0
32306,4084,2.0
144278,457,5.0
120637,1220,4.0
326,204342,4.0
127578,296,3.0
125269,413,1.0
127388,4186,4.0
159984,1682,4.5
25508,29,4.0
123871,74458,4.0
159704,1304,4.0
50675,4787,4.0
150544,160,3.0
15311,2858,4.0
117585,1432,3.5
109258,62788,3.5
173979,5978,3.0
152218,30707,4.0
102802,33794,3.5
194446,454,4.0
79163,93840,4.0
15247,597,4.0
126409,2572,2.0
83303,1094,3.0
115296,2302,4.5
76394,1291,4.0
173640,1244,5.0
119287,5693,2.0
104416,342,4.0
33940,344,3.0
98547,79132,1.0
43374,858,5.0
174178,3467,5.0
33964,1197,4.5
122227,3032,4.0
140615,2000,4.5
49921,2916,5.0
58126,1395,2.0
101372,6711,5.0
102040,4444,2.0
23931,3654,3.0
141819,4306,4.0
57981,60126,2.5
187842,48780,5.0
166820,251086,4.0
97502,2396,3.0
137995,1785,3.0
194800,51540,3.0
192250,27821,3.5
58364,81564,4.0
169717,30825,3.5
23635,6157,4.5
85606,6016,3.5
130814,122926,1.0
169773,6663,3.5
14500,1220,3.5
69119,2858,5.0
131004,81229,4.0
184091,1340,4.0
89003,3147,5.0
37048,1393,5.0
199076,1617,5.0
147301,6373,3.5
71238,539,5.0
123484,3507,4.0
198160,84944,2.5
86350,8861,4.0
155488,358,5.0
62089,65230,3.5
73774,98809,4.5
75493,2133,3.0
105715,1269,1.0
157968,1387,3.0
51488,22,3.5
135828,5010,2.5
196,130490,3.5
117621,1944,4.0
28544,50,5.0
6843,594,4.0
29559,1238,4.5
124791,2672,3.5
119445,72641,3.5
4602,115713,5.0
23285,4896,4.5
19097,189783,4.0
30389,2080,3.5
172792,1262,4.5
166914,30820,4.5
108412,5025,2.5
95979,166528,5.0
63188,151587,4.0
79795,1234,5.0
25391,1590,2.0
77180,3440,2.0
55495,260,5.0
97068,179049,4.5
34340,367,2.0
18976,2324,5.0
189165,74458,4.0
65844,1213,4.5
200174,2916,4.5
39994,177765,4.0
99413,802,1.0
11089,5705,0.5
67369,5989,4.0
164138,34072,5.0
45052,40815,3.0
64996,223,3.5
52829,4022,2.5
82783,1250,4.0
65079,184469,3.0
111078,32587,4.0
165003,8665,3.5
181059,1625,4.5
122657,1678,4.0
12951,1270,4.0
128446,3175,5.0
72212,154051,3.0
137738,2571,4.0
150421,3418,3.0
198765,176101,3.5
181241,3251,3.0
123393,115149,1.5
154688,5349,4.0
32223,2028,5.0
84914,5267,3.0
52353,541,3.5
68280,1198,4.5
111225,73321,3.5
20576,3249,3.5
126398,22,4.0
192882,179817,2.5
171290,91500,4.0
60970,1792,1.0
51559,2862,3.5
86389,364,4.0
86833,8798,5.0
102232,1479,4.0
151683,2105,2.0
139739,59784,5.0
183707,2064,4.0
63698,8798,3.5
171000,2403,4.0
20261,1036,4.5
35547,177765,3.5
193539,189333,2.0
58450,317,5.0
133213,2908,4.0
66114,6888,5.0
8218,788,3.0
88833,924,4.0
166242,7153,4.5
189014,714,5.0
150626,2862,4.0
199949,122912,2.0
37008,5836,2.0
149825,3254,2.0
173188,51540,3.5
196564,47,4.0
91542,8360,4.0
68505,1258,4.0
50936,919,5.0
176009,90531,3.0
44467,127319,2.0
53956,76293,2.5
51138,2726,4.0
198710,112556,3.5
38025,736,3.0
127271,5466,3.5
125138,43871,2.0
103189,236991,4.5
112805,2968,3.5
140002,6377,3.5
99361,6378,4.0
122998,442,4.5
174281,4701,3.0
186529,6711,3.5
106542,27674,3.5
175734,1371,2.5
103058,1178,5.0
92240,3704,4.0
90977,350,3.0
164698,1202,5.0
63998,2028,3.5
184947,852,3.0
185874,4387,3.0
186883,4878,4.0
79402,122882,3.5
74924,1221,4.0
86732,58324,5.0
6253,1148,5.0
63609,5445,4.0
25956,1213,5.0
51463,3798,4.0
172436,86781,4.5
4760,6879,3.0
199785,3948,4.0
165577,45720,4.5
147588,3578,5.0
71724,1639,3.0
118142,2551,4.0
82596,1948,2.0
89029,151,2.5
31090,3527,4.0
199117,4499,3.5
186683,3747,5.0
121783,357,4.0
3238,378,3.0
22338,1912,4.0
14284,43871,3.5
74542,8961,5.0
65803,100244,0.5
52549,81591,3.0
187436,3424,5.0
82692,1084,3.0
27034,1247,4.0
85077,2746,2.5
150202,195159,4.5
100342,1250,5.0
29177,4874,4.0
183376,48,2.0
190615,1354,2.0
50675,4866,4.0
137515,357,3.0
66811,2100,2.5
177728,34437,4.5
24613,1234,4.0
323,2353,4.0
100396,1221,5.0
160762,5470,3.5
36687,784,1.0
42876,1320,4.0
88769,7373,4.0
122570,30812,3.0
69530,34332,3.5
161540,434,2.0
74838,258451,3.5
52888,955,5.0
49492,278702,3.0
16986,72720,5.0
79241,2947,3.5
68129,7013,5.0
28647,5909,5.0
78326,141,4.5
69200,68954,4.5
123207,1617,4.5
177621,480,2.0
172751,164909,2.5
108981,1281,1.0
11519,4407,3.5
36423,59369,4.0
94053,54001,4.0
100628,3814,5.0
97103,356,4.0
151287,6953,4.0
106505,2312,4.0
4914,32587,4.0
19533,1198,4.5
190417,858,5.0
41759,6383,3.5
72817,58559,4.0
121246,168330,4.5
87786,344,5.0
114986,1291,4.5
170161,48780,4.5
199764,6378,4.0
144614,1883,5.0
116481,1221,4.0
132804,2321,4.0
102667,266,3.5
10775,33679,4.0
196498,104211,3.0
108615,417,3.0
8035,107408,5.0
59229,69757,4.0
142119,3704,3.0
165854,8884,2.0
72135,3041,1.0
107121,104374,3.0
126118,1259,4.0
157644,3578,5.0
156422,4993,4.5
150799,6888,0.5
57303,923,4.0
152230,1198,3.5
121166,348,3.0
63200,551,2.5
67443,85394,1.5
2603,3300,4.0
84872,1963,4.0
1103,1208,1.5
194595,733,5.0
95293,3362,4.0
178031,3949,4.5
17035,170501,0.5
186333,4878,4.5
31671,69526,4.0
133098,2447,3.0
24986,59784,4.0
104122,24,2.5
7966,5952,4.0
7753,5952,4.5
68776,5673,4.0
63570,153,3.0
191960,4992,2.5
65788,168252,3.0
146922,25,4.0
46232,4353,1.5
119078,1393,3.0
35121,1480,4.0
182558,3424,4.0
75097,104241,4.0
164593,91535,4.0
111874,205156,4.5
163088,135133,4.5
71745,50872,2.5
128947,8974,3.5
190003,1198,4.5
162741,3050,4.0
155966,5943,2.5
184144,72641,2.5
27449,7442,3.5
73443,500,4.0
61962,50,5.0
17695,3556,4.5
5986,5630,3.5
151456,167640,4.5
164727,2422,2.0
52603,59118,3.0
199783,7150,1.5
152878,3068,4.0
65078,7256,5.0
42828,136602,3.5
42938,254,1.0
138773,8983,3.5
157703,3623,4.0
95671,4270,3.5
111059,1663,4.0
153265,1801,5.0
16902,71838,5.0
143779,10,3.5
35415,2916,4.0
38355,1982,4.5
178299,33493,4.0
196827,5445,4.0
177369,1967,3.5
75203,42,3.0
185781,2133,2.0
139185,2935,3.0
160721,3089,2.5
107799,2064,5.0
62065,1394,5.0
189068,357,4.0
36683,129659,3.5
8648,2406,2.5
129991,500,3.0
136495,2858,4.0
831,5630,2.0
7857,72998,2.0
161120,906,4.0
118431,69526,5.0
191426,168252,4.0
76970,8636,2.5
130916,48678,5.0
121043,32,4.0
53811,2712,4.5
101518,3671,4.5
31883,648,3.0
181059,79879,2.0
190830,692,5.0
143743,500,3.5
126657,109487,3.5
156305,91529,1.0
112165,521,2.0
74967,1214,5.0
107346,202439,5.0
113177,5618,5.0
25564,8464,5.0
167805,2083,4.0
112380,589,4.0
197738,2407,5.0
193449,112,2.0
98837,5060,4.0
29843,78218,3.5
126772,3415,5.0
66272,2421,1.0
62861,5217,1.0
25346,162396,2.5
67230,919,5.0
46406,587,3.0
67601,163,5.0
93265,6156,4.0
1360,117590,4.0
39398,3081,4.0
44001,5825,2.5
157666,138036,4.5
126365,750,5.0
24085,122900,3.5
71500,3793,1.5
33813,4896,4.0
65184,68157,4.5
23204,204698,5.0
34001,4896,4.0
2800,223,1.5
21835,136018,3.0
58015,2021,0.5
9204,65685,3.0
112256,3044,4.5
74253,3034,4.0
195582,72226,4.5
181661,1967,4.5
182004,849,3.0
159619,3615,2.5
178040,7361,2.5
146485,1073,3.5
150766,44191,5.0
71184,581,5.0
123831,3114,3.5
39020,7570,4.0
117479,70183,4.0
106742,3683,3.5
61289,5445,4.0
31409,30707,5.0
14712,260,4.0
67301,1591,2.0
103474,55820,5.0
163429,1214,4.0
63318,6383,2.5
184543,2700,1.0
145907,3623,3.5
113492,778,4.0
140606,3751,3.0
199471,64614,4.0
175181,153,1.0
178403,2918,3.5
151309,1237,4.5
194054,56152,3.5
123474,1947,4.0
121143,1535,1.0
184785,562,3.5
67922,2657,3.5
53319,33679,4.0
151441,177765,5.0
11011,4447,4.0
7858,4567,0.5
4496,5691,4.0
53561,1097,3.0
197504,2528,3.0
159117,6517,1.5
132806,1270,3.5
143516,608,4.0
73672,4310,3.0
48484,541,3.5
155643,8910,4.0
7757,141,4.0
165903,62155,3.5
108816,5690,5.0
4516,186,4.0
33566,60684,4.5
8359,77667,2.0
198926,57274,3.5
23569,8360,4.0
41100,3802,3.0
197191,6242,5.0
109766,4890,3.5
11377,168612,2.0
47298,2657,4.0
193951,1419,4.5
124716,590,3.0
130457,3111,4.0
69361,3751,2.0
139169,112897,3.5
4444,62,4.0
110319,858,4.5
143286,196,3.0
109618,5060,4.5
182681,3825,1.5
51720,30825,2.5
62986,74458,2.5
112973,431,3.5
184210,69481,2.0
4841,2427,2.0
60108,1210,3.0
36111,1974,4.5
37815,5,4.0
194749,5299,5.0
34534,1027,1.0
8314,6433,3.5
71306,898,3.0
177146,4054,3.5
9111,7932,3.0
3018,733,3.0
128373,2359,4.5
78107,4587,3.5
90812,1221,5.0
161282,6331,5.0
83461,250,2.0
120214,4621,3.0
38971,84950,3.0
146917,1085,5.0
2214,3755,2.0
162169,141179,4.0
104141,6934,3.0
50491,588,4.5
28129,202439,5.0
153809,1682,4.0
177773,736,3.0
185198,4878,5.0
109644,3681,3.5
123076,5607,5.0
170378,64969,4.5
142763,71135,3.0
45043,1967,3.0
115175,53996,4.0
108524,154,3.0
6878,2001,5.0
117509,6975,4.0
11568,6333,3.0
56721,593,3.5
111806,1367,2.0
143544,2144,3.0
178668,10,5.0
99843,44788,2.5
20811,94864,3.5
196530,608,3.5
126795,91500,4.5
118218,2772,3.0
156609,30707,3.0
95458,5418,4.0
33706,2236,4.0
100386,380,4.0
80714,1208,3.0
42451,8860,3.5
41975,94070,5.0
90938,5459,3.0
6142,50872,2.0
154946,468,5.0
143290,6635,3.5
68329,329,4.0
135319,4246,2.5
35980,1821,3.0
32590,53993,3.0
156708,85438,4.0
31447,4343,2.5
83283,118576,5.0
137314,3479,4.0
192120,6539,3.0
101118,27773,4.0
64204,2700,4.0
12548,1587,3.5
74923,1639,4.0
187242,115664,3.5
11388,4368,3.5
1920,5945,4.0
56858,44191,4.5
134344,515,2.5
24228,30793,3.5
132531,1215,5.0
114433,253,3.0
30646,1371,4.0
158365,2826,2.5
71601,68319,5.0
158282,4623,4.5
92409,1923,5.0
193994,122886,2.5
11801,1265,4.0
185557,164179,5.0
26714,356,4.0
6112,88889,3.5
78151,40946,4.5
49054,1335,2.0
76793,64969,3.5
128764,4223,4.5
175242,1680,3.0
149390,68237,4.0
130932,7387,4.0
10651,91842,4.0
58668,2890,3.0
78724,3259,3.0
61883,4014,3.5
55513,2268,4.0
70511,4816,2.0
158253,2010,3.0
72318,5903,4.0
75270,4878,5.0
115972,165,3.0
186473,2450,0.5
40964,48774,5.0
121811,1252,4.0
3196,356,2.0
134645,2599,4.0
174031,266,3.0
144025,57669,4.5
146799,3000,4.5
168261,3296,3.5
14043,2565,4.0
193290,1597,2.5
121455,2858,5.0
37026,3429,4.0
80191,78499,4.5
138039,4993,3.0
173387,1393,5.0
135107,1653,5.0
25798,50,5.0
143721,2710,3.0
115684,2848,5.0
154055,32587,5.0
185987,141,5.0
93397,2717,3.5
115987,707,3.0
128595,364,5.0
123496,5810,2.5
17312,1214,4.0
23270,4033,3.0
81538,1961,3.0
43703,26398,1.0
109290,8638,4.0
110039,1527,3.5
197690,500,4.0
124806,4448,2.5
77721,60072,4.0
123851,56174,3.0
183406,2991,4.0
90047,70159,3.5
33911,4369,3.0
200323,6058,2.5
56509,103688,4.5
158249,64285,3.5
35642,112,3.0
171913,1690,2.0
